SORTED	LEFT	MATCH	RIGHT	ID
carrying out this process 	... in a T-shirt <,> [.] The plaintiff never wore gloves whilst	he was	carrying out this process [.] He 'd been taught the process ...	ICE-IRL:S2A-062:A
carrying out this process in uh uh another room which...	...he white coat all the time [.] It was generally worn uh when	he was	carrying out this process in uh uh another room which...	ICE-IRL:S2A-062:A
carrying the weight of the world on his shoulder". 	...un of the students. [.] One sort of gets the impression that	he was	carrying the weight of the world on his shoulder". [.] Dr Ta...	ICE-SGP:W2B-001:20:1
carrying was fired during an ensuing struggle with a...	...investigate noises at a nearby unoccupied flat. [.] A pistol	he was	carrying was fired during an ensuing struggle with a...	ICE-NZL:W2C-017:93:5
carrying, slung it over his shoulder and began walking...	...ess. [.] Nevertheless he shoved the bird into the crocus bag	he was	carrying, slung it over his shoulder and began walking...	ICE-JAM:W2F-002:26:1
carrying, swiftly stripped until he was entirely...	...aking in some unknown tongue. [.] Ashok dropped the knapsack	he was	carrying, swiftly stripped until he was entirely...	ICE-IND:W2F-016:27:1
carrying. 	... managed to sell him half of the sheepskin seat covers	he was	carrying. [.] We will call back on our way down to collect a...	ICE-NZL:W1B-003:322:1
carving a huge great joint 	and my father had come out of the air force [.] and	he was	carving a huge great joint [.] and he suddenly recited the w...	ICE-GBR:S1B-046:39:1:B
cast adrift, floating around the islands seeking a...	... and when the place was finally shut down in 1951	he was	cast adrift, floating around the islands seeking a...	ICE-JAM:W2F-013:79:1
cast on the fence corrugated iron fence <,,> 	...sure that 's what er constable cooper said [.] but certainly	he was	cast on the fence corrugated iron fence <,,> [.] now <,> the...	ICE-NZL:S2A-067:37:1:C
catapulted into the tide. 	... in his reputedly "leaving his shoes on the deck" as	he was	catapulted into the tide. [.] Kingfish are very strong fish,...	ICE-NZL:W2D-016:121:1
caught <,> at the same time <,,> 	...iminal red handed <,> okay [.] So while he was doing a crime	he was	caught <,> at the same time <,,> [.] I have talked about thi...	ICE-HKG:S1B-017:145:1:A
caught at the lockers. 	A guy was sacked in Betty's job. [.]	He was	caught at the lockers. [.] Another lady got the walk for ste...	ICE-IRL:W1B-010:A
caught but in the end he he stole his way out 	... pro peeping down from the top of the carriage [.] Of course	he was	caught but in the end he he stole his way out [.] Perhaps he...	ICE-GBR:S1A-014:174:1:B
caught by constable cooper 	he was straddled over it [.] and then	he was	caught by constable cooper [.] she grabbed hold of his arm a...	ICE-NZL:S2A-066:68:1:C
caught in a blinding snowstorm and fell into a ditch 	...om the country De La Salle came close to losing his life [.]	He was	caught in a blinding snowstorm and fell into a ditch [.] The...	ICE-PHL:S2B-045:40:1:A
caught offside 	... Tottenham defenders moved forward in uh sequence and	he was	caught offside [.] They have a free kick	ICE-GBR:S2A-015:176:1:A
caught selling in the petticoat lane market area of...	... under the Slaughter of Poultry Act because the chicken	he was	caught selling in the Petticoat lane market area of...	ICE-GBR:W2B-020:96:1
caught short. 	... juice for his lunch as well as his free milk and	he was	caught short. [.] So he was n't allowed to go to the pitch.	ICE-IRL:W2F-011:A
caught three wide <,> from his wide draw without cover...	... fancied runner had some excuse Faithful Assurance <,>	he was	caught three wide <,> from his wide draw without cover...	ICE-HKG:S2A-005:45:1:B
caught tried and sentenced in montreal last year to...	...im <@> Brebeuf </@> has been a drug trafficker for years [.]	He was	caught tried and sentenced in Montreal last year to...	ICE-CAN:S2B-006:73:4:F
caught up in a totally pointless tragedy of unknown...	Willie looked at them in amazement. [.] There	he was	caught up in a totally pointless tragedy of unknown...	ICE-NZL:W2F-017:289:1
caught wide from the wire on a wide draw <,> 	... he had a tough run last time over one thousand metres	he was	caught wide from the wire on a wide draw <,> [.] this time a...	ICE-HKG:S2A-003:69:1:C
causing a disturbance 	... to inform him that his assumption was wrong <,> that	he was	causing a disturbance [.] My Lord there was no need for disc...	ICE-JAM:S2A-069:13:1:A
causing a disturbance 	... when Mrs Allouf went next- door to inform him that	he was	causing a disturbance [.] My Lord the claimant would have us...	ICE-JAM:S2A-069:8:1:A
cautioning you 	he told you that <,> [.] when	he was	cautioning you [.] that he wanted you to understand that you...	ICE-NZL:S1B-062:23:1:C
celebrating xmas and was delighted to have some people...	..., the people here are so welcoming. [.] Sammy is Catholic so	he was	celebrating xmas and was delighted to have some people...	ICE-IRL:W1B-011:A
central to its unity. 	... as if time had a disjointed, perverted continuity, and	he was	central to its unity. [.] Life here, he thought, was replete...	ICE-SGP:W2F-017:14:1
certain - before it died , leaving only a hollow ,...	... a flicker of recognition - he saw love there , too ,	he was	certain - before it died , leaving only a hollow ,...	ICE-GBR:W2F-012:118:1
certain . 	...t acknowledge it . [.] With Hector , I really do n't know if	he was	certain . [.] The pity was , he let a distance come between ...	ICE-GBR:W2F-010:48:1
certain he had caught the real villain or villains #,,# 	... #,,# by putting in evidence a false confession when	he was	certain he had caught the real villain or villains #,,# [.] ...	ICE-GBR:S2B-037:111:1:A
certain the loony left, as he thought of their...	...caucus, and within the Party itself. [.] With enough support	he was	certain the loony left, as he thought of their...	ICE-NZL:W2F-001:87:1
certain the white cock was stone dead. 	... hitting: the referee had to forcibly pull it away when	he was	certain the white cock was stone dead. [.] Again, the crowd ...	ICE-PHL:W2F-013:80:1
certainly a little sleepy for school the following...	... and I think <@>M</@> could n't wait to go to bed, and	he was	certainly a little sleepy for school the following...	ICE-NZL:W1B-013:13:1
certainly concerned to hear what we had to say. 	...tive" . [.] After an hour-long meeting, Dr Alderdice said:  "	He was	certainly concerned to hear what we had to say. [.] There we...	ICE-IRL:W2C-002:F
certainly getting warm on that occasion he 's warm...	... <,> [.] uh I was uh just saying how warm he was getting and	he was	certainly getting warm on that occasion he 's warm...	ICE-HKG:S2A-009:115:1:B
certainly influenced by the cool cool german...	No German had heard of his book before it was published [.]	He was	certainly influenced by the cool cool German...	ICE-PHL:S2B-044:77:1:A
certainly man of the match in the semi-final <,>...	... announced that the man of the match today is Mark Lynch [.]	He was	certainly man of the match in the Semi-Final <,>...	ICE-IRL:S2A-006:A
certainly not being very forthcoming about who and he...	...u</?> [.] if he if he did buy the vehicle from somebody then	he was	certainly not being very forthcoming about who and he...	ICE-NZL:S2A-063:89:2:P
certainly pushed then 	...s whatsoever [.] And if Mostovoi was n't pushed a moment ago	he was	certainly pushed then [.] And with nine minutes to go to hal...	ICE-GBR:S2A-014:273:1:A
certainly trying to get himself and his child out of...	...erefore he was more than reasonable in the force he used [.]	he was	certainly trying to get himself and his child out of...	ICE-NZL:S2A-069:105:1:C
certainly very well decorated 	<[>mhm</[></{> [.] mm	he was	certainly very well decorated [.] <{#><[#>so</[<#> although ...	ICE-NZL:S1B-008:197:1:T
certified dead on arrival at hospital <,> 	...e podium of Tak Tin Estate smashing through a canopy <,> [.]	He was	certified dead on arrival at hospital <,> [.] A schoolbag wa...	ICE-HKG:S2B-007:72:1:C
chairman , owes the council around £100,000 in rents ,...	... the Brent Asian Professionals Association , of which	he was	chairman , owes the council around £100,000 in rents ,...	ICE-GBR:W2C-009:81:5
chairman of the education commission and fear a...	... " approach in championing education reform when	he was	chairman of the Education Commission and fear a...	ICE-HKG:W2B-014:150:2
chairman of the presidential anti-crime commission...	... [.] A former drinking buddy and trusted deputy of Erap when	he was	chairman of the Presidential Anti-Crime Commission...	ICE-PHL:W2E-007:46:2
challenged by the irish back row 	Andrew did well [.] When Andrew went to pass there as	he was	challenged by the Irish back row [.] Will Carling was ahead ...	ICE-IRL:S2A-014:A
challenging for that ball with his uh team mate <,>...	... ugly [.] Eddie O'Connor just continued his run that time as	he was	challenging for that ball with his uh team mate <,>...	ICE-IRL:S2A-018:A
charged - disclosing classified information to the...	... taken for reasons other than the offence with which	he was	charged - disclosing classified information to the...	ICE-GBR:W2C-001:11:1
charged - he 'd have been done for sure, he had that...	... would all be out of a job. [.] And if he was charged - when	he was	charged - he 'd have been done for sure, he had that...	ICE-NZL:W2F-017:196:1
charged - when he was charged - he 'd have been done...	They would all be out of a job. [.] And if	he was	charged - when he was charged - he 'd have been done...	ICE-NZL:W2F-017:196:1
charged as the principal offender. 	... the relief fund, whereas he had not, and it was unfair	he was	charged as the principal offender. [.] Hatch in evidence sai...	ICE-NZL:W2B-001:94:1
charged in an alleged scam in volving hong kong...	... is found for Eric Noseworthy, who died days after	he was	charged in an alleged scam in volving Hong Kong...	ICE-CAN:W2C-001:54:7
charged with dangerous driving and hit and run in the...	... circulating he 'd either resign or be removed since	he was	charged with dangerous driving and hit and run in the...	ICE-CAN:S2B-001:86:2:B
charged with overemphasis on the religious or...	...ors , economic , political and technological . [.] In fact ,	he was	charged with overemphasis on the religious or...	ICE-HKG:W1A-003:73:1
charged with robbery you were present is that right...	I do n't know about this [.] The Third Defendant was when	he was	charged with robbery you were present is that right...	ICE-HKG:S1B-069:97:1:B
charged with three counts of drink driving causing...	...ary 26, four months after he destroyed the Evans family. [.]	He was	charged with three counts of drink driving causing...	ICE-NZL:W2B-019:71:1
charged with two counts of perjury in april 1999. 	... to get Meneley, who was Shawnee County sheriff when	he was	charged with two counts of perjury in April 1999. [.] Two de...	ICE-USA:W2C-003:21:1
charming and he was 	Yeah <,> yeah [.] But he was nice and	he was	charming and he was [.] And did you snog him	ICE-IRL:S1A-007:B
chasing an illegal immigrant when the immigrant 's...	...eant Tai Choi , 43 , at a border village of Nga Yiu Ha . [.]	He was	chasing an illegal immigrant when the immigrant 's...	ICE-HKG:W2C-008:15:1
chatting and joking and incidently told me a story...	...eluctant to talk about personal matters. [.] After the show,	he was	chatting and joking and incidently told me a story...	ICE-IRL:W2C-0131:A
checked out of it by beautiful dancer so you 'll hear...	...ouse Of Fortunes <,> [.] now he 's in a photo for second and	he was	checked out of it by Beautiful dancer so you 'll hear...	ICE-HKG:S2A-012:66:1:B
chinese). 	... States ( everyone was surprised; they had assumed	he was	Chinese). [.] Of course, when they learned his name it becam...	ICE-USA:W2F-012:78:1
choice 	yeah? <,,> [.]	he was	choice [.] oh claire and i got um <.>nearly</.>	ICE-NZL:S1A-047:320:1:D
choosing to go off and you know not look at it 	...lem in the relationship #,,# which he was n't looking at [.]	He was	choosing to go off and you know not look at it [.] So she th...	ICE-GBR:S1A-080:163:1:B
chopping down fell the wrong way. 	... father, Ma Lou's son, died soon after, when a tree	he was	chopping down fell the wrong way. [.] So she had ended up wi...	ICE-JAM:W2F-005:42:1
